Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Market_Price,Cost_of_Cultivation,Revenue,Profit,ROI,Crop_encoded,State_encoded,Season_encoded
Arhar/Tur,2002,Kharif     ,Meghalaya,810.0,632,4355.3,76682.7,202.5,0.793333333,6200.0,71370.0,4918.666664599999,-66451.3333354,-93.10821540619308,1,17,1
Castor seed,2002,Kharif     ,Meghalaya,23.0,12,4355.3,2177.41,5.75,0.495,5300.0,40000.0,2623.5,-37376.5,-93.44125,2,17,1
Cotton(lint),2002,Kharif     ,Meghalaya,7310.0,7829,4355.3,692037.7,1827.5,1.046666667,52000.0,82200.0,54426.666683999996,-27773.333316000004,-33.787510116788326,4,17,1
Arhar/Tur,2002,Kharif     ,Mizoram,101.0,75,2627.0,9561.67,25.25,0.653333333,6200.0,71370.0,4050.6666646,-67319.3333354,-94.32441268796414,1,18,1
Arhar/Tur,2002,Rabi       ,Mizoram,336.0,170,2627.0,31809.12,84.0,0.505,6200.0,71370.0,3131.0,-68239.0,-95.61300266218299,1,18,2
Cotton(lint),2002,Kharif     ,Mizoram,388.0,1030,2627.0,36731.96,97.0,2.4125,52000.0,82200.0,125450.0,43250.0,52.615571776155726,4,18,1
Arhar/Tur,2002,Kharif     ,Nagaland,31.0,17,1536.6,2934.77,7.75,0.55,6200.0,71370.0,3410.0000000000005,-67960.0,-95.222082107328,1,19,1
Cotton(lint),2002,Kharif     ,Nagaland,1000.0,5000,1536.6,94670.0,250.0,5.005,52000.0,82200.0,260260.0,178060.0,216.61800486618006,4,19,1
Arhar/Tur,2002,Kharif     ,Odisha,114190.0,73450,1102.8,10810367.3,28547.5,0.665862069,6200.0,71370.0,4128.3448278,-67241.6551722,-94.21557401176966,1,20,1
Arhar/Tur,2002,Rabi       ,Odisha,70.0,50,1102.8,6626.9,17.5,0.65,6200.0,71370.0,4030.0,-67340.0,-94.35336976320583,1,20,2
Castor seed,2002,Kharif     ,Odisha,7830.0,3610,1102.8,741266.1,1957.5,0.463913043,5300.0,40000.0,2458.7391279000003,-37541.2608721,-93.85315218024999,2,20,1
Castor seed,2002,Rabi       ,Odisha,6400.0,2750,1102.8,605888.0,1600.0,0.489166667,5300.0,40000.0,2592.5833351,-37407.416664899996,-93.51854166224999,2,20,2
Arhar/Tur,2002,Kharif     ,Punjab,7800.0,6700,301.8,738426.0,1950.0,0.927,6200.0,71370.0,5747.400000000001,-65622.6,-91.94703656998739,1,22,1
Cotton(lint),2002,Kharif     ,Punjab,449000.0,1083000,301.8,42506830.0,112250.0,1.836,52000.0,82200.0,95472.0,13272.0,16.145985401459853,4,22,1
Arhar/Tur,2002,Kharif     ,Uttarakhand,1793.0,860,1610.3,169743.31,448.25,0.538888889,6200.0,71370.0,3341.1111118,-68028.8888882,-95.31860570015414,1,27,1
Arhar/Tur,2002,Rabi       ,Jharkhand,18045.15,30067,1041.2,1708334.351,4511.2875,1.69,6200.0,71370.0,10478.0,-60892.0,-85.31876138433515,1,11,2
Arhar/Tur,2003,Kharif     ,Bihar,38855.0,48100,1353.9,3845867.9,9325.2,1.206315789,6200.0,71370.0,7479.1578918000005,-63890.8421082,-89.52058583186212,1,3,1
Castor seed,2003,Kharif     ,Bihar,155.0,154,1353.9,15341.9,37.2,0.99875,5300.0,40000.0,5293.375,-34706.625,-86.7665625,2,3,1
Arhar/Tur,2003,Kharif     ,Chhattisgarh,52307.0,31541,1643.7,5177346.86,12553.68,0.58125,6200.0,71370.0,3603.7500000000005,-67766.25,-94.95060949978983,1,4,1
Castor seed,2003,Kharif     ,Chhattisgarh,84.0,27,1643.7,8314.32,20.16,0.404444444,5300.0,40000.0,2143.5555532,-37856.4444468,-94.641111117,2,4,1
Cotton(lint),2003,Kharif     ,Chhattisgarh,92.0,182,1643.7,9106.16,22.08,1.832,52000.0,82200.0,95264.0,13064.0,15.892944038929441,4,4,1
Arhar/Tur,2003,Kharif     ,Delhi,134.0,189,962.3,13263.32,32.16,1.41,6200.0,71370.0,8742.0,-62628.0,-87.75115594787725,1,5,1
Arhar/Tur,2003,Kharif     ,Gujarat,296700.0,258000,902.5,29367366.0,71208.0,0.915217391,6200.0,71370.0,5674.3478242,-65695.6521758,-92.04939354883004,1,7,1
Castor seed,2003,Kharif     ,Gujarat,290300.0,541100,902.5,28733894.0,69672.0,1.981818182,5300.0,40000.0,10503.6363646,-29496.363635399997,-73.74090908849999,2,7,1
Cotton(lint),2003,Kharif     ,Gujarat,1641000.0,4026900,902.5,162426180.0,393840.0,2.818181818,52000.0,82200.0,146545.45453599998,64345.454535999976,78.2791417712895,4,7,1
Arhar/Tur,2003,Kharif     ,Haryana,25807.0,31000,592.3,2554376.86,6193.68,1.11,6200.0,71370.0,6882.000000000001,-64488.0,-90.3572929802438,1,8,1
Cotton(lint),2003,Kharif     ,Haryana,526038.0,1407000,592.3,52067241.24,126249.12,1.436315789,52000.0,82200.0,74688.421028,-7511.578972000003,-9.138173931873483,4,8,1
Arhar/Tur,2003,Kharif     ,Jharkhand,22500.06,32221,1258.3,2227055.939,5400.0144,1.425,6200.0,71370.0,8835.0,-62535.0,-87.62084909625894,1,11,1
Arhar/Tur,2003,Kharif     ,Madhya Pradesh,311195.0,251757,1163.0,30802081.1,74686.8,0.743333333,6200.0,71370.0,4608.6666646,-66761.3333354,-93.54257157825417,1,14,1
Castor seed,2003,Kharif     ,Madhya Pradesh,1523.0,572,1163.0,150746.54,365.52,0.25,5300.0,40000.0,1325.0,-38675.0,-96.6875,2,14,1
Cotton(lint),2003,Kharif     ,Madhya Pradesh,557169.0,628304,1163.0,55148587.62,133720.56,0.972916667,52000.0,82200.0,50591.666684,-31608.333315999997,-38.45296023844282,4,14,1
Arhar/Tur,2003,Kharif     ,Maharashtra,1046300.0,693000,1037.4,103562774.0,251112.0,0.59125,6200.0,71370.0,3665.7500000000005,-67704.25,-94.8637382653776,1,15,1
Cotton(lint),2003,Kharif     ,Maharashtra,2762400.0,3080100,1037.4,273422352.0,662976.0,1.181111111,52000.0,82200.0,61417.77777200001,-20782.22222799999,-25.282508793187336,4,15,1
Arhar/Tur,2003,Kharif     ,Manipur,40.0,20,687.7,3959.2,9.6,0.5,6200.0,71370.0,3100.0,-68270.0,-95.6564382793891,1,16,1
Arhar/Tur,2003,Kharif     ,Mizoram,61.0,67,2499.5,6037.78,14.64,0.93,6200.0,71370.0,5766.0,-65604.0,-91.92097519966373,1,18,1
Arhar/Tur,2003,Rabi       ,Mizoram,211.0,110,2499.5,20884.78,50.64,0.9125,6200.0,71370.0,5657.5,-65712.5,-92.0729998598851,1,18,2
Cotton(lint),2003,Kharif     ,Mizoram,343.0,1336,2499.5,33950.14,82.32,3.501666667,52000.0,82200.0,182086.666684,99886.666684,121.51662613625305,4,18,1
Arhar/Tur,2003,Kharif     ,Nagaland,7500.0,7000,1709.8,742350.0,1800.0,1.015,6200.0,71370.0,6292.999999999999,-65077.0,-91.18256970715987,1,19,1
Cotton(lint),2003,Kharif     ,Nagaland,2000.0,150,1709.8,197960.0,480.0,0.08375,52000.0,82200.0,4355.0,-77845.0,-94.70194647201946,4,19,1
Arhar/Tur,2003,Kharif     ,Odisha,136540.0,95590,1648.2,13514729.2,32769.6,0.682068966,6200.0,71370.0,4228.8275892,-67141.1724108,-94.07478269693149,1,20,1
Castor seed,2003,Kharif     ,Odisha,10900.0,5590,1648.2,1078882.0,2616.0,0.480769231,5300.0,40000.0,2548.0769243,-37451.9230757,-93.62980768924999,2,20,1
Castor seed,2003,Rabi       ,Odisha,6830.0,3050,1648.2,676033.4,1639.2,0.486,5300.0,40000.0,2575.7999999999997,-37424.2,-93.56049999999999,2,20,2
Arhar/Tur,2003,Kharif     ,Punjab,9700.0,9000,451.7,960106.0,2328.0,0.947333333,6200.0,71370.0,5873.4666646,-65496.5333354,-91.77039839624493,1,22,1
Cotton(lint),2003,Kharif     ,Punjab,452000.0,1478000,451.7,44738960.0,108480.0,2.736,52000.0,82200.0,142272.0,60072.0,73.08029197080292,4,22,1
Arhar/Tur,2003,Kharif     ,Uttar Pradesh,360467.0,395677,1075.6,35679023.66,86512.08,0.988285714,6200.0,71370.0,6127.3714268,-65242.628573199996,-91.41464000728597,1,26,1
Arhar/Tur,2003,Kharif     ,Uttarakhand,1962.0,1453,1734.3,194198.76,470.88,0.756363636,6200.0,71370.0,4689.4545432,-66680.5454568,-93.42937572761664,1,27,1
Arhar/Tur,2004,Kharif     ,Andhra Pradesh,471825.0,215214,781.8,51117520.5,99083.25,0.479090909,6200.0,71370.0,2970.3636358,-68399.6363642,-95.83807813394985,1,0,1
Arhar/Tur,2004,Rabi       ,Andhra Pradesh,8452.0,3792,781.8,915689.68,1774.92,0.485,6200.0,71370.0,3007.0,-68363.0,-95.78674513100742,1,0,2
Castor seed,2004,Kharif     ,Andhra Pradesh,271600.0,105437,781.8,29425144.0,57036.0,0.484444444,5300.0,40000.0,2567.5555532,-37432.4444468,-93.581111117,2,0,1
Coconut ,2004,Whole Year ,Andhra Pradesh,103869.0,1199311362,781.8,11253167.46,21812.49,10469.71389,11000.0,155836.0,115166852.79,115011016.79,73802.59810955107,3,0,4
Cotton(lint),2004,Kharif     ,Andhra Pradesh,1178419.0,2190549,781.8,127669914.5,247467.99,1.901428571,52000.0,82200.0,98874.285692,16674.285692000005,20.285019090024335,4,0,1
Arhar/Tur,2004,Kharif     ,Assam,6733.0,4751,2536.9,729453.22,1413.93,0.710434783,6200.0,71370.0,4404.6956546,-66965.3043454,-93.82836534314137,1,2,1
Castor seed,2004,Kharif     ,Assam,1349.0,572,2536.9,146150.66,283.29,0.428095238,5300.0,40000.0,2268.9047614,-37731.0952386,-94.3277380965,2,2,1
Cotton(lint),2004,Kharif     ,Assam,1389.0,663,2536.9,150484.26,291.69,0.482608696,52000.0,82200.0,25095.652192,-57104.347808,-69.47000949878345,4,2,1
Arhar/Tur,2004,Kharif     ,Bihar,35839.0,44223,1147.8,3882797.26,7526.19,1.226052632,6200.0,71370.0,7601.5263184000005,-63768.4736816,-89.34912944038112,1,3,1
Castor seed,2004,Kharif     ,Bihar,173.0,163,1147.8,18742.82,36.33,0.962222222,5300.0,40000.0,5099.7777766,-34900.2222234,-87.2505555585,2,3,1
Arhar/Tur,2004,Kharif     ,Chhattisgarh,52499.0,26879,1122.8,5687741.66,11024.79,0.490625,6200.0,71370.0,3041.875,-68328.125,-95.73788006165054,1,4,1
Castor seed,2004,Kharif     ,Chhattisgarh,137.0,50,1122.8,14842.58,28.77,0.34625,5300.0,40000.0,1835.125,-38164.875,-95.4121875,2,4,1
Cotton(lint),2004,Kharif     ,Chhattisgarh,468.0,763,1122.8,50703.12,98.28,1.7775,52000.0,82200.0,92430.0,10230.0,12.445255474452555,4,4,1
Arhar/Tur,2004,Kharif     ,Delhi,119.0,170,651.9,12892.46,24.99,1.43,6200.0,71370.0,8866.0,-62504.0,-87.57741347905282,1,5,1
Arhar/Tur,2004,Kharif     ,Gujarat,254400.0,236000,719.8,27561696.0,53424.0,0.955,6200.0,71370.0,5921.0,-65449.0,-91.70379711363317,1,7,1
Castor seed,2004,Kharif     ,Gujarat,330500.0,564800,719.8,35806370.0,69405.0,1.746956522,5300.0,40000.0,9258.8695666,-30741.1304334,-76.8528260835,2,7,1
Cotton(lint),2004,Kharif     ,Gujarat,1906300.0,5443500,719.8,206528542.0,400323.0,3.209090909,52000.0,82200.0,166872.727268,84672.72726799999,103.0081840243309,4,7,1
Arhar/Tur,2004,Kharif     ,Haryana,28860.0,30100,484.6,3126692.4,6060.6,0.841111111,6200.0,71370.0,5214.8888882,-66155.1111118,-92.69316395095977,1,8,1
Cotton(lint),2004,Kharif     ,Haryana,621234.0,2075000,484.6,67304491.56,130459.14,1.804444444,52000.0,82200.0,93831.111088,11631.111088000005,14.149770180048668,4,8,1
Arhar/Tur,2004,Kharif     ,Madhya Pradesh,314422.0,243677,895.7,34064479.48,66028.62,0.692291667,6200.0,71370.0,4292.2083354,-67077.7916646,-93.98597683144177,1,14,1
Castor seed,2004,Kharif     ,Madhya Pradesh,1773.0,671,895.7,192086.82,372.33,0.3545,5300.0,40000.0,1878.85,-38121.15,-95.30287500000001,2,14,1
Cotton(lint),2004,Kharif     ,Madhya Pradesh,584347.0,644360,895.7,63308153.98,122712.87,0.947916667,52000.0,82200.0,49291.666683999996,-32908.333316000004,-40.034468754257915,4,14,1
Arhar/Tur,2004,Kharif     ,Maharashtra,1074000.0,658200,1052.0,116357160.0,225540.0,0.5771875,6200.0,71370.0,3578.5625,-67791.4375,-94.9859009387698,1,15,1
Castor seed,2004,Kharif     ,Maharashtra,12300.0,3500,1052.0,1332582.0,2583.0,0.253181818,5300.0,40000.0,1341.8636354,-38658.1363646,-96.64534091150001,2,15,1
Cotton(lint),2004,Kharif     ,Maharashtra,2839500.0,2938500,1052.0,307631430.0,596295.0,1.088888889,52000.0,82200.0,56622.222228,-25577.777772,-31.11651797080292,4,15,1
Arhar/Tur,2004,Kharif     ,Nagaland,6400.0,6000,1711.5,693376.0,1344.0,0.94125,6200.0,71370.0,5835.75,-65534.25,-91.82324506094997,1,19,1
Cotton(lint),2004,Kharif     ,Nagaland,1500.0,150,1711.5,162510.0,315.0,0.096666667,52000.0,82200.0,5026.666684,-77173.333316,-93.88483371776157,4,19,1
Arhar/Tur,2004,Kharif     ,Punjab,8900.0,7700,366.4,964226.0,1869.0,0.928666667,6200.0,71370.0,5757.7333354,-65612.2666646,-91.93255802802298,1,22,1
Cotton(lint),2004,Kharif     ,Punjab,509000.0,2087000,366.4,55145060.0,106890.0,3.638888889,52000.0,82200.0,189222.222228,107022.222228,130.19735064233578,4,22,1
Arhar/Tur,2004,Kharif     ,Tripura,1481.0,997,2706.3,160451.54,311.01,0.69,6200.0,71370.0,4278.0,-67092.0,-94.00588482555695,1,25,1
Cotton(lint),2004,Kharif     ,Tripura,1045.0,1555,2706.3,113215.3,219.45,1.4875,52000.0,82200.0,77350.0,-4850.0,-5.900243309002433,4,25,1
Arhar/Tur,2004,Kharif     ,Uttarakhand,1833.0,1182,1219.6,198587.22,384.93,0.680833333,6200.0,71370.0,4221.1666646,-67148.8333354,-94.08551679333054,1,27,1
Arhar/Tur,2004,Rabi       ,Jharkhand,20377.08,30381,1149.2,2207652.847,4279.1868,1.50625,6200.0,71370.0,9338.75,-62031.25,-86.91502031665966,1,11,2
Arhar/Tur,2004,Rabi       ,West Bengal,1481.0,1054,1612.9,160451.54,311.01,0.778333333,6200.0,71370.0,4825.666664599999,-66544.3333354,-93.23852225781141,1,28,2
Castor seed,2004,Rabi       ,West Bengal,45.0,43,1612.9,4875.3,9.45,0.96,5300.0,40000.0,5088.0,-34912.0,-87.28,2,28,2
Coconut ,2004,Whole Year ,West Bengal,24294.0,310874400,1612.9,2632011.96,5101.74,12630.52667,11000.0,155836.0,138935793.37,138779957.37,89055.13319772069,3,28,4
Cotton(lint),2004,Kharif     ,West Bengal,959.0,4581,1612.9,103898.06,201.39,5.295,52000.0,82200.0,275340.0,193140.0,234.96350364963504,4,28,1
Arhar/Tur,2005,Kharif     ,Bihar,34204.0,45211,907.8,4101743.68,7182.84,1.288108108,6200.0,71370.0,7986.270269600001,-63383.7297304,-88.81004586016535,1,3,1
Castor seed,2005,Kharif     ,Bihar,164.0,154,907.8,19666.88,34.44,0.965,5300.0,40000.0,5114.5,-34885.5,-87.21375,2,3,1
Arhar/Tur,2005,Kharif     ,Chhattisgarh,50719.0,22470,1292.7,6082222.48,10650.99,0.42875,6200.0,71370.0,2658.25,-68711.75,-96.27539582457615,1,4,1
Castor seed,2005,Kharif     ,Chhattisgarh,95.0,30,1292.7,11392.4,19.95,0.256666667,5300.0,40000.0,1360.3333351,-38639.666664899996,-96.59916666224998,2,4,1
Cotton(lint),2005,Kharif     ,Chhattisgarh,248.0,392,1292.7,29740.16,52.08,1.2775,52000.0,82200.0,66430.0,-15770.0,-19.18491484184915,4,4,1
Arhar/Tur,2005,Kharif     ,Delhi,151.0,227,653.1,18107.92,31.71,1.5,6200.0,71370.0,9300.0,-62070.0,-86.96931483816729,1,5,1
Arhar/Tur,2005,Kharif     ,Gujarat,263700.0,276000,942.4,31622904.0,55377.0,1.044347826,6200.0,71370.0,6474.956521200001,-64895.0434788,-90.92762151996638,1,7,1
Castor seed,2005,Kharif     ,Gujarat,341600.0,665000,942.4,40964672.0,71736.0,2.059545455,5300.0,40000.0,10915.5909115,-29084.4090885,-72.71102272124999,2,7,1
Cotton(lint),2005,Kharif     ,Gujarat,2010800.0,6871600,942.4,241135136.0,422268.0,3.511818182,52000.0,82200.0,182614.545464,100414.545464,122.15881443309003,4,7,1
Arhar/Tur,2005,Kharif     ,Haryana,30067.0,24400,516.9,3605634.64,6314.07,0.7355,6200.0,71370.0,4560.1,-66809.9,-93.61062070898136,1,8,1
Cotton(lint),2005,Kharif     ,Haryana,583779.0,1502000,516.9,70006777.68,122593.59,1.185,52000.0,82200.0,61620.0,-20580.0,-25.036496350364963,4,8,1
Arhar/Tur,2005,Kharif     ,Himachal Pradesh,43.0,20,1248.1,5156.56,9.03,0.3675,6200.0,71370.0,2278.5,-69091.5,-96.80748213535098,1,9,1
Cotton(lint),2005,Kharif     ,Himachal Pradesh,53.0,24,1248.1,6355.76,11.13,0.475,52000.0,82200.0,24700.0,-57500.0,-69.95133819951337,4,9,1
Arhar/Tur,2005,Kharif     ,Madhya Pradesh,319473.0,237688,1032.7,38311202.16,67089.33,0.65,6200.0,71370.0,4030.0,-67340.0,-94.35336976320583,1,14,1
Castor seed,2005,Kharif     ,Madhya Pradesh,1499.0,462,1032.7,179760.08,314.79,0.241904762,5300.0,40000.0,1282.0952386,-38717.9047614,-96.7947619035,2,14,1
Cotton(lint),2005,Kharif     ,Madhya Pradesh,596392.0,698720,1032.7,71519328.64,125242.32,1.019565217,52000.0,82200.0,53017.391284000005,-29182.608715999995,-35.501957075425786,4,14,1
Arhar/Tur,2005,Kharif     ,Maharashtra,1099900.0,792200,1387.2,131900008.0,230979.0,0.6421875,6200.0,71370.0,3981.5625,-67388.4375,-94.42123791509037,1,15,1
Castor seed,2005,Kharif     ,Maharashtra,16100.0,6800,1387.2,1930712.0,3381.0,0.634,5300.0,40000.0,3360.2,-36639.8,-91.5995,2,15,1
Cotton(lint),2005,Kharif     ,Maharashtra,2875000.0,3160100,1387.2,344770000.0,603750.0,1.218148148,52000.0,82200.0,63343.703696000004,-18856.296303999996,-22.93953321654501,4,15,1
Arhar/Tur,2005,Kharif     ,Mizoram,97.0,93,2075.4,11632.24,20.37,0.9175,6200.0,71370.0,5688.5,-65681.5,-92.029564242679,1,18,1
Arhar/Tur,2005,Rabi       ,Mizoram,46.0,42,2075.4,5516.32,9.66,0.76,6200.0,71370.0,4712.0,-66658.0,-93.39778618467143,1,18,2
Cotton(lint),2005,Kharif     ,Mizoram,308.0,241,2075.4,36935.36,64.68,0.812,52000.0,82200.0,42224.0,-39976.0,-48.632603406326034,4,18,1
Arhar/Tur,2005,Kharif     ,Nagaland,8000.0,7600,1568.6,959360.0,1680.0,0.9225,6200.0,71370.0,5719.5,-65650.5,-91.98612862547289,1,19,1
Arhar/Tur,2005,Kharif     ,Punjab,7800.0,6900,566.7,935376.0,1638.0,0.946153846,6200.0,71370.0,5866.1538451999995,-65503.8461548,-91.78064474541124,1,22,1
Cotton(lint),2005,Kharif     ,Punjab,557000.0,2395000,566.7,66795440.0,116970.0,3.967,52000.0,82200.0,206284.0,124084.0,150.9537712895377,4,22,1
Arhar/Tur,2005,Kharif     ,Tripura,1135.0,806,1765.9,136109.2,238.35,0.7125,6200.0,71370.0,4417.5,-66952.5,-93.81042454812946,1,25,1
Cotton(lint),2005,Kharif     ,Tripura,1143.0,1600,1765.9,137068.56,240.03,1.39,52000.0,82200.0,72280.0,-9920.0,-12.068126520681265,4,25,1
Arhar/Tur,2005,Kharif     ,Uttarakhand,1612.0,880,1353.3,193311.04,338.52,0.59,6200.0,71370.0,3658.0,-67712.0,-94.87459716967915,1,27,1
Arhar/Tur,2005,Rabi       ,Jharkhand,14217.46,17991,965.2,1704957.803,2985.6666,1.269285714,6200.0,71370.0,7869.5714268,-63500.4285732,-88.97355832030264,1,11,2
Arhar/Tur,2006,Kharif     ,Bihar,35631.0,44278,1052.8,4550435.01,7838.82,1.1325,6200.0,71370.0,7021.5,-64348.5,-90.16183270281631,1,3,1
Arhar/Tur,2006,Kharif     ,Chhattisgarh,53835.0,22890,1317.2,6875267.85,11843.7,0.359444444,6200.0,71370.0,2228.5555528,-69141.4444472,-96.87746174471067,1,4,1
Castor seed,2006,Kharif     ,Chhattisgarh,69.0,21,1317.2,8811.99,15.18,0.278571429,5300.0,40000.0,1476.4285737,-38523.5714263,-96.30892856575,2,4,1
Cotton(lint),2006,Kharif     ,Chhattisgarh,97.0,164,1317.2,12387.87,21.34,1.506666667,52000.0,82200.0,78346.666684,-3853.333316000004,-4.687753425790759,4,4,1
Arhar/Tur,2006,Kharif     ,Delhi,385.0,578,462.7,49168.35,84.7,1.5,6200.0,71370.0,9300.0,-62070.0,-86.96931483816729,1,5,1
Arhar/Tur,2006,Kharif     ,Gujarat,256800.0,215300,1056.2,32795928.0,56496.0,0.853913043,6200.0,71370.0,5294.260866600001,-66075.7391334,-92.58195198738966,1,7,1
Castor seed,2006,Kharif     ,Gujarat,327100.0,588800,1056.2,41773941.0,71962.0,1.845454545,5300.0,40000.0,9780.9090885,-30219.0909115,-75.54772727875,2,7,1
Cotton(lint),2006,Kharif     ,Gujarat,2372100.0,7876400,1056.2,302940891.0,521862.0,3.100909091,52000.0,82200.0,161247.272732,79047.27273200001,96.1645653673966,4,7,1
Arhar/Tur,2006,Kharif     ,Haryana,27412.0,29800,329.3,3500786.52,6030.64,0.817368421,6200.0,71370.0,5067.6842102,-66302.3157898,-92.89941962981646,1,8,1
Castor seed,2006,Kharif     ,Haryana,5543.0,2400,329.3,707896.53,1219.46,0.5,5300.0,40000.0,2650.0,-37350.0,-93.375,2,8,1
Cotton(lint),2006,Kharif     ,Haryana,527693.0,1805000,329.3,67391673.03,116092.46,1.556315789,52000.0,82200.0,80928.421028,-1271.578972000003,-1.546933055961074,4,8,1
Arhar/Tur,2006,Kharif     ,Himachal Pradesh,150.0,51,1207.0,19156.5,33.0,0.345,6200.0,71370.0,2139.0,-69231.0,-97.00294241277848,1,9,1
Cotton(lint),2006,Kharif     ,Himachal Pradesh,55.0,23,1207.0,7024.05,12.1,0.5325,52000.0,82200.0,27690.0,-54510.0,-66.31386861313868,4,9,1
Arhar/Tur,2006,Kharif     ,Madhya Pradesh,305009.0,209541,1072.3,38952699.39,67101.98,0.606875,6200.0,71370.0,3762.6250000000005,-67607.375,-94.72800196160853,1,14,1
Castor seed,2006,Kharif     ,Madhya Pradesh,1508.0,569,1072.3,192586.68,331.76,0.320909091,5300.0,40000.0,1700.8181823,-38299.1818177,-95.74795454425,2,14,1
Cotton(lint),2006,Kharif     ,Madhya Pradesh,629739.0,820039,1072.3,80423967.69,138542.58,1.118181818,52000.0,82200.0,58145.454536000005,-24054.545463999995,-29.263437304136247,4,14,1
Arhar/Tur,2006,Kharif     ,Maharashtra,1122600.0,814600,1439.4,143367246.0,246972.0,0.663125,6200.0,71370.0,4111.375,-67258.625,-94.2393512680398,1,15,1
Castor seed,2006,Kharif     ,Maharashtra,11900.0,4000,1439.4,1519749.0,2618.0,0.34875,5300.0,40000.0,1848.375,-38151.625,-95.3790625,2,15,1
Cotton(lint),2006,Kharif     ,Maharashtra,3106900.0,4617500,1439.4,396782199.0,683518.0,1.454444444,52000.0,82200.0,75631.11108799999,-6568.888912000009,-7.991349041362541,4,15,1
Arhar/Tur,2006,Kharif     ,Nagaland,8500.0,10150,1362.5,1085535.0,1870.0,1.205,6200.0,71370.0,7471.0,-63899.0,-89.53201625332773,1,19,1
Cotton(lint),2006,Kharif     ,Nagaland,200.0,40,1362.5,25542.0,44.0,0.335,52000.0,82200.0,17420.0,-64780.0,-78.80778588807786,4,19,1
Arhar/Tur,2006,Kharif     ,Punjab,7200.0,6700,569.6,919512.0,1584.0,0.973571429,6200.0,71370.0,6036.1428598,-65333.8571402,-91.54246481743029,1,22,1
Cotton(lint),2006,Kharif     ,Punjab,604000.0,2678000,569.6,77136840.0,132880.0,4.236,52000.0,82200.0,220272.0,138072.0,167.97080291970804,4,22,1
Arhar/Tur,2006,Kharif     ,Tripura,1193.0,849,1764.3,152358.03,262.46,0.705,6200.0,71370.0,4371.0,-66999.0,-93.87557797393863,1,25,1
Cotton(lint),2006,Kharif     ,Tripura,1148.0,1598,1764.3,146611.08,252.56,1.375,52000.0,82200.0,71500.0,-10700.0,-13.017031630170317,4,25,1
Arhar/Tur,2006,Kharif     ,Uttar Pradesh,406572.0,304386,590.5,51923310.12,89445.84,0.760869565,6200.0,71370.0,4717.391303,-66652.608697,-93.39023216617626,1,26,1
Cotton(lint),2006,Kharif     ,Uttar Pradesh,5174.0,1105,590.5,660771.54,1138.28,0.197857143,52000.0,82200.0,10288.571436,-71911.428564,-87.48348973722628,4,26,1
Arhar/Tur,2006,Kharif     ,Uttarakhand,1827.0,995,1178.9,233326.17,401.94,0.666666667,6200.0,71370.0,4133.3333354,-67236.6666646,-94.20858436962308,1,27,1
Arhar/Tur,2006,Rabi       ,Jharkhand,15909.83,20344,1465.1,2031844.389,3500.1626,1.448636364,6200.0,71370.0,8981.5454568,-62388.4545432,-87.41551708448928,1,11,2
Arhar/Tur,2007,Kharif     ,Andhra Pradesh,463000.0,302000,1004.2,61764200.0,74080.0,0.635714286,6200.0,71370.0,3941.4285732000003,-67428.5714268,-94.47747152416981,1,0,1
Castor seed,2007,Kharif     ,Andhra Pradesh,199000.0,129000,1004.2,26546600.0,31840.0,0.563636364,5300.0,40000.0,2987.2727291999995,-37012.7272708,-92.531818177,2,0,1
Cotton(lint),2007,Kharif     ,Andhra Pradesh,1134000.0,3489000,1004.2,151275600.0,181440.0,2.668,52000.0,82200.0,138736.0,56536.0,68.7785888077859,4,0,1
Arhar/Tur,2007,Kharif     ,Bihar,30860.0,42667,1600.2,4116724.0,4937.6,1.278648649,6200.0,71370.0,7927.6216238,-63442.3783762,-88.89222134818552,1,3,1
