Opportunity ID,Investment Type,Sector / Industry,Location,Funding Stage,Expected ROI (%),Risk Level,Minimum Investment (USD),Time Horizon (Years),IRR / CAGR,ESG Score,Last Updated
OPP12654,Real Estate,AgriTech,Himachal Pradesh,,24.14,High,1842.94,2,28.45,7.9,2025-05-27
OPP12677,Startup,AgriTech,Goa,Series B,8.34,High,42981.25,3,20.91,3.7,2024-07-11
OPP12679,Startup,AgriTech,Himachal Pradesh,Seed,26.27,Medium,6981.26,8,27.7,9.1,2024-09-22
OPP12690,Real Estate,AgriTech,Bihar,,42.08,Low,20270.13,5,10.3,8.2,2025-01-23
OPP12715,Real Estate,AgriTech,Kerala,,10.37,High,42826.59,4,24.09,3.9,2024-07-23
OPP12716,Real Estate,AgriTech,Tamil Nadu,,31.71,High,44051.91,8,20.71,8.0,2025-07-03
OPP12718,Real Estate,AgriTech,Nagaland,,40.3,High,15936.72,1,20.72,5.5,2025-04-02
OPP12742,Startup,AgriTech,Telangana,Series A,18.32,Medium,8213.12,10,24.24,6.8,2024-10-03
OPP12749,Real Estate,AgriTech,Mizoram,,10.31,Low,18606.84,5,8.67,6.3,2025-03-29
OPP12769,Real Estate,AgriTech,Himachal Pradesh,,12.4,Medium,17666.19,1,10.09,4.6,2025-05-13
OPP12782,Real Estate,AgriTech,Tripura,,34.83,High,39700.09,6,16.66,9.8,2025-04-01
OPP12793,Startup,AgriTech,West Bengal,Public,25.93,High,31271.59,6,13.9,8.3,2025-02-18
OPP12864,Real Estate,AgriTech,Punjab,,40.62,Medium,48161.51,3,19.37,7.2,2024-09-25
OPP12868,Startup,AgriTech,Gujarat,IPO,25.51,Low,7890.27,1,29.51,1.3,2025-01-29
OPP12883,Startup,AgriTech,Jharkhand,Public,34.07,Low,21375.98,8,19.55,3.2,2024-12-06
OPP12921,Real Estate,AgriTech,Uttar Pradesh,,28.12,High,29453.39,6,10.3,3.5,2025-01-20
OPP12936,Startup,AgriTech,Maharashtra,Public,17.81,Low,10767.59,6,18.4,8.2,2025-04-13
OPP13012,Real Estate,AgriTech,Nagaland,,9.67,High,37794.36,8,10.79,2.5,2024-11-02
OPP13023,Startup,AgriTech,Odisha,Public,31.39,Low,6564.68,7,10.92,6.2,2024-07-20
OPP13027,Startup,AgriTech,Rajasthan,Series B,31.94,Low,48757.75,5,26.31,3.1,2024-08-28
OPP13034,Real Estate,AgriTech,Manipur,,5.03,Low,3075.74,3,21.5,7.8,2025-05-10
OPP13057,Real Estate,AgriTech,Chhattisgarh,,14.94,Medium,48093.28,8,15.52,9.9,2024-07-29
OPP13062,Real Estate,AgriTech,Assam,,25.2,Low,46125.43,4,25.83,5.2,2024-11-25
OPP13076,Startup,AgriTech,Nagaland,IPO,21.57,Low,10251.33,6,22.57,1.7,2025-06-03
OPP13084,Startup,AgriTech,Rajasthan,IPO,9.9,Medium,48395.61,9,13.82,9.0,2025-06-07
OPP13092,Real Estate,AgriTech,Karnataka,,40.05,Low,45680.33,9,13.28,9.3,2025-05-31
OPP13150,Startup,AgriTech,Gujarat,Series B,22.89,High,15153.84,6,23.32,3.4,2024-07-14
OPP13191,Startup,AgriTech,Chhattisgarh,Series C,17.79,Medium,24073.61,5,19.59,3.6,2025-02-22
OPP13194,Real Estate,AgriTech,Mizoram,,40.19,High,1453.12,1,27.34,3.7,2024-10-24
OPP13218,Startup,AgriTech,Punjab,Series C,34.52,High,48924.53,10,25.61,4.4,2025-05-12
OPP13222,Real Estate,AgriTech,Andhra Pradesh,,31.25,High,27084.25,1,18.78,3.9,2025-02-07
OPP13273,Real Estate,AgriTech,Jharkhand,,38.66,High,26220.96,3,19.39,4.6,2025-03-11
OPP13284,Startup,AgriTech,Tamil Nadu,Series B,11.21,Low,32209.01,1,26.82,4.3,2025-05-21
OPP13287,Startup,AgriTech,Manipur,Series C,7.42,Low,7422.68,4,16.41,6.2,2024-11-01
OPP13300,Startup,AgriTech,Nagaland,IPO,34.22,Medium,48929.66,6,9.18,9.2,2024-10-28
OPP13316,Startup,AgriTech,Himachal Pradesh,Series C,8.88,Low,8065.02,8,24.74,7.3,2025-02-28
OPP13318,Real Estate,AgriTech,Rajasthan,,5.98,Low,23675.21,8,6.06,5.9,2025-04-07
OPP13333,Real Estate,AgriTech,Manipur,,18.53,Low,35472.14,8,15.55,8.1,2024-09-21
OPP13338,Startup,AgriTech,Tripura,Series A,28.07,Low,26782.14,5,13.2,7.2,2025-03-16
OPP13366,Startup,AgriTech,Telangana,Series C,37.43,High,32327.76,10,16.94,4.7,2024-08-12
OPP13368,Startup,AgriTech,Telangana,Series A,39.25,Low,23951.03,6,14.21,2.1,2024-08-19
OPP13375,Real Estate,AgriTech,Karnataka,,28.24,High,5394.29,8,16.84,4.3,2025-04-14
OPP13377,Startup,AgriTech,Manipur,Series B,21.29,Low,32946.26,2,24.66,5.5,2024-07-10
OPP13394,Startup,AgriTech,Rajasthan,Public,12.49,Low,27727.28,9,8.81,9.5,2025-05-28
OPP13428,Real Estate,AgriTech,Arunachal Pradesh,,26.8,Low,7297.65,2,24.69,3.1,2024-11-04
OPP13433,Startup,AgriTech,Chhattisgarh,Series C,15.5,Medium,32932.22,9,19.85,8.0,2025-03-17
OPP13437,Real Estate,AgriTech,Andhra Pradesh,,17.47,High,37159.54,10,10.65,4.4,2025-01-13
OPP13453,Real Estate,AgriTech,Uttarakhand,,42.32,High,3327.84,5,25.66,5.0,2025-02-15
OPP13506,Startup,AgriTech,Goa,IPO,5.76,Medium,44029.76,8,5.9,6.0,2024-07-21
OPP13548,Startup,AgriTech,Goa,IPO,9.91,Medium,15882.66,10,9.34,9.1,2025-01-04
OPP13572,Startup,AgriTech,Uttarakhand,IPO,11.67,Low,28469.51,4,14.07,4.8,2025-03-30
OPP13587,Real Estate,AgriTech,Manipur,,31.69,High,37375.5,6,25.02,5.4,2025-06-30
OPP13610,Startup,AgriTech,Arunachal Pradesh,Series B,24.28,High,6270.74,8,24.75,5.8,2024-12-20
OPP13629,Startup,AgriTech,Uttarakhand,Seed,19.36,Medium,17639.44,10,29.79,6.9,2025-06-18
OPP13653,Startup,AgriTech,Maharashtra,Series A,10.0,Medium,37581.93,5,13.16,7.7,2024-10-17
OPP13662,Startup,AgriTech,Sikkim,Series B,13.01,Medium,33524.9,10,27.59,9.1,2024-08-12
OPP13674,Real Estate,AgriTech,Himachal Pradesh,,36.41,Low,42068.36,3,28.27,6.8,2024-11-20
OPP13688,Startup,AgriTech,Kerala,IPO,23.43,High,38132.72,1,13.4,9.8,2025-02-10
OPP13721,Startup,AgriTech,Manipur,IPO,26.65,High,22071.82,10,14.4,6.5,2024-07-17
OPP13741,Startup,AgriTech,Tripura,Series A,15.32,Low,37156.78,1,6.97,9.0,2025-05-23
OPP13750,Startup,AgriTech,Uttar Pradesh,IPO,30.83,Low,37208.51,2,11.82,9.5,2025-05-02
OPP13780,Real Estate,AgriTech,Maharashtra,,16.99,Medium,9771.21,6,20.83,1.2,2024-09-06
OPP13828,Startup,AgriTech,Manipur,Seed,13.34,Low,32525.59,5,12.99,5.7,2024-09-30
OPP13848,Startup,AgriTech,Bihar,Seed,31.67,Medium,33625.24,3,21.88,2.1,2025-01-10
OPP13854,Real Estate,AgriTech,Goa,,43.03,Low,3747.59,10,26.8,3.8,2025-06-10
OPP13855,Real Estate,AgriTech,Haryana,,31.24,Low,31635.45,4,6.91,4.0,2024-10-28
OPP13856,Startup,AgriTech,Odisha,Series B,11.42,Low,14191.7,1,9.57,4.7,2025-04-09
OPP13859,Real Estate,AgriTech,Kerala,,29.17,Medium,4615.2,9,16.27,8.2,2024-10-04
OPP13860,Real Estate,AgriTech,Uttarakhand,,18.06,Medium,5003.39,9,19.69,5.5,2025-03-17
OPP13862,Startup,AgriTech,Sikkim,Public,17.02,Low,38799.52,5,9.35,1.2,2025-05-13
OPP13872,Startup,AgriTech,Meghalaya,Seed,36.61,Low,42818.6,3,7.63,9.8,2025-06-11
OPP13885,Real Estate,AgriTech,Madhya Pradesh,,24.78,High,9600.26,4,24.46,3.8,2025-04-02
OPP13904,Real Estate,AgriTech,Tamil Nadu,,36.82,Low,16989.58,3,24.56,9.2,2025-01-10
OPP13910,Real Estate,AgriTech,Uttar Pradesh,,21.38,Medium,7894.9,4,11.78,1.6,2025-01-23
OPP13920,Startup,AgriTech,Tripura,Public,27.01,High,4171.04,3,25.13,9.9,2024-08-26
OPP13953,Startup,AgriTech,Andhra Pradesh,Series A,16.22,Low,27338.95,5,20.39,8.5,2025-06-05
OPP13959,Real Estate,AgriTech,Manipur,,26.48,Medium,41890.77,5,14.63,2.3,2025-06-02
OPP13964,Startup,AgriTech,West Bengal,Series C,7.83,Low,13809.59,2,29.49,1.6,2024-12-17
OPP13974,Real Estate,AgriTech,Punjab,,26.71,High,6603.25,6,21.23,6.1,2024-07-09
OPP13975,Startup,AgriTech,Tamil Nadu,IPO,28.69,High,45493.18,2,9.08,7.4,2024-10-07
OPP14000,Real Estate,AgriTech,Punjab,,32.4,Medium,42122.56,1,22.97,3.8,2025-05-19
OPP14010,Real Estate,AgriTech,Maharashtra,,11.32,Low,9925.37,6,7.73,2.5,2025-02-28
OPP14031,Startup,AgriTech,Madhya Pradesh,Public,28.93,Low,16141.08,2,17.97,7.3,2025-05-12
OPP14037,Startup,AgriTech,Haryana,Seed,31.65,Medium,9278.81,5,23.23,8.6,2024-12-25
OPP14041,Real Estate,AgriTech,Nagaland,,10.33,Low,10011.48,2,27.5,9.7,2024-07-25
OPP14078,Startup,AgriTech,Assam,Public,23.85,Low,29262.13,7,21.78,6.7,2024-11-26
OPP14088,Startup,AgriTech,Tamil Nadu,Series B,9.3,Medium,43188.42,6,28.0,1.8,2024-09-20
OPP14094,Real Estate,AgriTech,Haryana,,31.99,Medium,27373.94,9,26.69,7.5,2024-09-04
OPP14108,Startup,AgriTech,Kerala,Series C,44.09,High,16329.44,1,9.0,1.1,2025-05-14
OPP14121,Startup,AgriTech,Telangana,IPO,19.45,Low,21271.23,8,10.12,1.2,2025-06-27
OPP14133,Startup,AgriTech,Andhra Pradesh,Series A,43.01,High,25117.44,6,12.27,5.9,2025-02-18
OPP14146,Real Estate,AgriTech,Tripura,,25.49,Medium,19637.13,8,15.02,7.8,2024-07-10
OPP14158,Startup,AgriTech,Maharashtra,Series C,43.61,Medium,10277.91,8,25.82,1.7,2024-09-09
OPP14176,Real Estate,AgriTech,Rajasthan,,7.63,High,13074.45,3,10.47,7.8,2024-11-15
OPP14181,Real Estate,AgriTech,Goa,,22.61,Medium,15502.28,9,25.68,2.3,2025-05-19
OPP14188,Startup,AgriTech,Madhya Pradesh,Seed,6.68,Medium,32092.65,5,28.91,9.4,2024-10-23
OPP14197,Startup,AgriTech,Rajasthan,Series B,20.35,High,18127.51,5,19.52,4.9,2025-05-24
OPP14251,Startup,AgriTech,Nagaland,Series C,38.81,High,28875.48,8,24.67,5.2,2025-06-17
OPP14267,Real Estate,AgriTech,Uttar Pradesh,,18.39,Low,35596.02,7,28.79,2.6,2025-04-07
OPP14286,Startup,AgriTech,Uttarakhand,IPO,29.51,Medium,24395.07,6,24.37,4.1,2024-10-14
OPP14339,Real Estate,AgriTech,Jharkhand,,21.36,Medium,41878.1,7,22.32,5.3,2025-05-28
OPP14345,Startup,AgriTech,Odisha,Seed,36.01,Medium,4483.45,4,15.28,6.6,2025-03-31
OPP14372,Real Estate,AgriTech,Uttarakhand,,39.89,High,32094.19,8,18.63,1.1,2025-06-28
OPP14374,Startup,AgriTech,Sikkim,Series A,36.36,Medium,45943.63,8,27.74,3.4,2024-11-29
OPP14378,Real Estate,AgriTech,Manipur,,21.73,Low,3321.31,7,24.93,2.7,2025-02-27
OPP14380,Real Estate,AgriTech,Haryana,,7.67,Medium,9336.27,1,19.56,8.4,2024-09-21
OPP14409,Startup,AgriTech,Nagaland,Seed,16.25,High,36780.11,10,20.12,3.4,2024-11-11
OPP14423,Real Estate,AgriTech,Gujarat,,17.1,Low,1007.36,10,17.11,3.1,2025-03-21
OPP14444,Real Estate,AgriTech,Tripura,,37.91,Low,46542.26,4,24.84,8.2,2025-02-14
OPP14450,Startup,AgriTech,Sikkim,Seed,41.16,Medium,48411.8,4,17.12,6.2,2024-12-10
OPP14452,Startup,AgriTech,Chhattisgarh,Series A,7.53,High,18816.96,4,28.82,7.8,2024-09-21
OPP14461,Startup,AgriTech,Manipur,Series B,18.59,Low,5949.05,7,22.73,5.7,2025-01-12
OPP14474,Startup,AgriTech,Goa,Seed,33.5,Low,32355.8,7,15.66,1.8,2024-08-01
OPP14482,Startup,AgriTech,Gujarat,Series A,37.93,Low,38269.02,5,7.98,5.9,2025-05-06
OPP14512,Real Estate,AgriTech,Tamil Nadu,,24.18,Low,8990.8,10,13.45,7.6,2025-04-03
OPP14523,Startup,AgriTech,Kerala,IPO,43.23,High,32050.5,3,13.65,9.1,2024-08-17
OPP14536,Startup,AgriTech,Haryana,Series C,9.51,Low,21988.42,6,15.71,2.1,2024-11-20
OPP14538,Startup,AgriTech,Nagaland,Seed,20.43,Low,32802.67,10,15.14,6.2,2024-08-28
OPP14544,Startup,AgriTech,Karnataka,Series B,29.74,High,26216.66,4,15.46,9.0,2024-10-13
OPP14547,Startup,AgriTech,Tamil Nadu,Series C,25.96,Low,15451.44,10,13.38,4.4,2025-02-05
OPP14569,Startup,AgriTech,Tripura,Series C,22.43,Medium,5731.3,4,13.19,9.4,2024-11-19
OPP14570,Startup,AgriTech,Uttar Pradesh,Public,28.13,High,47224.22,2,14.09,6.8,2024-12-10
OPP14605,Startup,AgriTech,Uttar Pradesh,Seed,17.41,Medium,13826.19,8,9.73,3.6,2025-02-06
OPP14619,Real Estate,AgriTech,Tripura,,37.43,Low,29502.7,8,14.41,7.7,2025-06-15
OPP14630,Startup,AgriTech,Tamil Nadu,Series C,43.47,Low,24946.47,10,21.1,5.0,2024-12-18
OPP14631,Startup,AgriTech,Jharkhand,Series A,23.94,Medium,44682.23,4,24.8,4.1,2024-12-08
OPP14638,Startup,AgriTech,Tripura,Series C,26.51,Medium,44725.1,3,7.38,2.9,2024-12-16
OPP14640,Real Estate,AgriTech,Gujarat,,36.44,Low,22435.43,8,27.44,4.7,2024-11-08
OPP14681,Real Estate,AgriTech,Himachal Pradesh,,22.34,High,13258.95,3,8.78,6.2,2025-03-04
OPP14706,Startup,AgriTech,Gujarat,Series B,6.82,Low,6028.74,1,18.48,7.8,2025-05-03
OPP14716,Real Estate,AgriTech,Uttarakhand,,10.98,Low,36864.18,10,11.41,3.0,2025-06-10
OPP14729,Real Estate,AgriTech,Himachal Pradesh,,41.51,Low,29005.04,2,22.99,9.4,2024-08-07
OPP14740,Real Estate,AgriTech,Goa,,32.28,Medium,13091.52,3,21.41,3.7,2024-11-17
OPP14769,Startup,AgriTech,Meghalaya,Public,21.3,High,43117.85,3,17.49,2.8,2025-02-02
OPP14792,Real Estate,AgriTech,Uttar Pradesh,,23.11,Medium,20203.04,6,21.96,8.1,2025-05-14
OPP14806,Real Estate,AgriTech,Kerala,,33.49,Low,45806.83,8,19.77,2.4,2025-06-08
OPP14821,Real Estate,AgriTech,Goa,,18.2,High,30277.76,9,9.74,9.8,2024-09-01
OPP14824,Startup,AgriTech,Uttarakhand,Public,42.46,Low,13370.18,10,16.8,1.4,2025-05-13
OPP14858,Startup,AgriTech,Telangana,Seed,42.11,Medium,14301.75,10,11.95,1.4,2025-03-19
OPP14869,Real Estate,AgriTech,Karnataka,,13.24,Low,24070.97,6,6.1,9.1,2025-03-06
OPP14875,Real Estate,AgriTech,West Bengal,,22.07,Low,38121.3,3,5.62,9.8,2024-11-14
OPP14879,Real Estate,AgriTech,Andhra Pradesh,,8.86,Medium,43327.06,4,28.39,3.6,2025-05-03
OPP14881,Real Estate,AgriTech,Rajasthan,,12.06,Medium,8811.49,7,25.29,9.9,2025-01-15
OPP14908,Real Estate,AgriTech,Andhra Pradesh,,28.6,Low,17368.08,7,14.35,7.3,2025-02-25
OPP14914,Startup,AgriTech,Rajasthan,Series C,7.35,Medium,3606.65,4,24.85,4.0,2024-10-21
OPP14976,Startup,AgriTech,Punjab,Series B,40.59,High,2246.58,7,26.49,1.5,2025-05-07
OPP14979,Real Estate,AgriTech,Uttarakhand,,20.98,High,37841.7,5,23.18,2.5,2024-08-22
OPP15005,Real Estate,AgriTech,Goa,,41.75,High,1695.18,6,15.11,5.0,2024-11-24
OPP15007,Startup,AgriTech,Uttarakhand,IPO,43.53,Medium,43614.42,2,25.75,4.7,2024-11-16
OPP15062,Startup,AgriTech,Telangana,Series C,25.41,High,9184.91,1,5.8,8.4,2025-02-20
OPP15073,Real Estate,AgriTech,Kerala,,40.71,Medium,26228.9,9,24.83,3.6,2025-02-28
OPP15084,Startup,AgriTech,Punjab,IPO,5.53,High,6859.07,1,30.0,6.8,2024-12-31
OPP15105,Startup,AgriTech,Nagaland,Series B,39.88,High,15427.12,1,23.4,7.0,2025-02-27
OPP15123,Real Estate,AgriTech,Odisha,,12.06,High,35063.89,1,24.87,7.6,2024-11-04
OPP15127,Startup,AgriTech,Rajasthan,IPO,20.57,High,5383.47,3,13.45,4.7,2025-03-02
OPP15128,Real Estate,AgriTech,West Bengal,,35.7,High,4487.91,4,9.53,9.3,2024-07-12
OPP15141,Startup,AgriTech,Rajasthan,Seed,37.18,High,16401.99,8,26.92,5.9,2024-09-12
OPP15162,Startup,AgriTech,Tamil Nadu,Series B,20.23,High,31693.78,10,17.54,9.1,2025-01-14
OPP15169,Real Estate,AgriTech,Goa,,22.75,Low,14166.95,3,22.81,4.8,2025-03-23
OPP15172,Startup,AgriTech,Rajasthan,Series C,5.12,Low,36009.8,4,6.36,6.1,2025-06-05
OPP15177,Startup,AgriTech,Himachal Pradesh,Seed,9.31,High,32127.03,6,10.53,8.0,2025-05-07
OPP15186,Real Estate,AgriTech,Bihar,,31.3,Low,35068.91,10,16.79,5.8,2025-05-21
OPP15187,Real Estate,AgriTech,Kerala,,7.49,High,4867.45,1,17.31,8.1,2024-12-27
OPP15193,Startup,AgriTech,Arunachal Pradesh,Public,35.43,Medium,28009.29,2,6.7,3.6,2024-12-01
OPP15203,Real Estate,AgriTech,Punjab,,13.35,Low,27133.74,3,29.58,8.7,2024-08-14
OPP15210,Real Estate,AgriTech,Manipur,,32.32,High,27106.17,10,18.91,2.7,2025-02-17
OPP15231,Real Estate,AgriTech,Uttarakhand,,9.08,Medium,5575.06,2,24.81,3.1,2025-02-06
OPP15251,Startup,AgriTech,Mizoram,Public,25.68,Medium,38838.23,4,11.14,3.1,2024-11-15
OPP15252,Real Estate,AgriTech,Sikkim,,12.56,Low,29893.72,8,22.71,2.6,2024-10-28
OPP15275,Startup,AgriTech,West Bengal,Series C,8.97,High,44459.0,9,26.98,4.4,2025-03-25
OPP15281,Startup,AgriTech,Haryana,Series A,7.33,Low,23346.35,1,12.24,6.4,2025-03-08
OPP15293,Startup,AgriTech,Tamil Nadu,Seed,35.01,Medium,17733.85,5,13.85,9.1,2024-11-21
OPP15301,Real Estate,AgriTech,Bihar,,28.0,Low,47831.71,6,19.94,8.1,2024-08-28
OPP15360,Real Estate,AgriTech,Tamil Nadu,,30.65,High,20401.81,6,18.67,5.3,2024-11-23
OPP15361,Startup,AgriTech,Uttar Pradesh,IPO,15.89,High,24971.74,1,22.74,1.2,2024-10-12
OPP15377,Real Estate,AgriTech,West Bengal,,10.73,Low,25615.03,2,20.38,6.3,2025-06-04
OPP15378,Real Estate,AgriTech,Nagaland,,14.73,Low,49889.93,10,28.33,1.4,2025-04-17
OPP15382,Real Estate,AgriTech,Tripura,,18.74,High,20847.06,2,23.86,2.5,2024-12-12
OPP15391,Startup,AgriTech,Chhattisgarh,Series B,15.25,Low,47867.35,5,17.85,7.2,2024-10-06
OPP15410,Startup,AgriTech,Mizoram,IPO,31.24,Medium,31109.62,9,7.41,8.8,2024-09-25
OPP15414,Startup,AgriTech,Chhattisgarh,Series C,16.67,Medium,29954.22,2,8.71,3.8,2025-05-11
OPP15432,Startup,AgriTech,Sikkim,IPO,32.22,Medium,28713.98,3,10.64,9.2,2025-01-27
OPP15466,Real Estate,AgriTech,Karnataka,,25.08,High,40603.53,1,14.02,7.0,2024-08-28
OPP15475,Real Estate,AgriTech,Uttarakhand,,29.35,Low,8697.73,3,24.36,9.5,2025-05-12
OPP15531,Real Estate,AgriTech,Arunachal Pradesh,,27.73,Medium,37793.42,8,7.32,3.2,2024-11-02
OPP15572,Startup,AgriTech,Himachal Pradesh,Seed,28.79,Low,7786.42,7,18.77,7.7,2025-01-21
OPP15606,Real Estate,AgriTech,Arunachal Pradesh,,15.87,Low,28079.86,8,9.89,8.2,2024-07-17
OPP15637,Real Estate,AgriTech,Kerala,,34.14,High,15982.39,8,9.25,8.1,2024-07-11
OPP15640,Real Estate,AgriTech,Himachal Pradesh,,10.65,High,43051.56,3,6.68,3.4,2025-05-12
OPP15660,Startup,AgriTech,Uttarakhand,Public,16.13,Medium,25864.12,9,8.32,4.8,2025-06-18
OPP15688,Real Estate,AgriTech,Manipur,,26.32,Medium,12974.95,3,11.99,4.6,2024-07-03
OPP15717,Real Estate,AgriTech,West Bengal,,37.08,Medium,18763.89,4,12.26,2.2,2024-11-06
OPP15772,Startup,AgriTech,Himachal Pradesh,Series A,29.68,Low,28555.08,10,10.3,1.5,2025-04-07
OPP15874,Real Estate,AgriTech,Kerala,,42.3,Medium,46722.2,1,25.62,5.0,2025-03-15
OPP15883,Startup,AgriTech,Sikkim,Seed,8.15,High,21984.24,5,6.49,7.7,2024-08-07
OPP15899,Real Estate,AgriTech,Arunachal Pradesh,,36.1,Low,11682.45,8,16.85,3.9,2024-09-20
OPP15911,Real Estate,AgriTech,West Bengal,,38.64,Low,44453.44,9,20.74,2.9,2025-06-02
OPP15915,Startup,AgriTech,Bihar,Series A,30.84,Low,8348.21,8,21.03,5.1,2025-02-18
OPP15942,Startup,AgriTech,Punjab,Public,43.18,Low,13872.27,3,18.55,9.6,2024-11-19
OPP15943,Startup,AgriTech,Assam,Public,36.63,Low,15412.04,9,21.83,4.0,2024-11-20
OPP15952,Startup,AgriTech,Manipur,Series B,44.35,High,13367.55,4,27.48,5.8,2025-06-27
OPP15971,Startup,AgriTech,Assam,IPO,35.28,High,3494.27,2,13.65,9.0,2024-11-28
OPP15987,Real Estate,AgriTech,Andhra Pradesh,,15.28,Low,48282.82,7,12.27,9.0,2024-12-30
OPP15990,Startup,AgriTech,Gujarat,Public,7.31,Low,24955.49,6,11.46,7.0,2025-02-16
OPP16000,Startup,AgriTech,Sikkim,Series C,43.27,High,39499.65,3,22.98,6.6,2024-10-19
OPP16023,Startup,AgriTech,Haryana,Series C,41.55,Medium,5090.7,1,16.74,3.0,2025-01-24
OPP16041,Startup,AgriTech,Himachal Pradesh,Series C,27.25,Low,12987.1,3,6.45,2.9,2025-05-09
OPP16044,Real Estate,AgriTech,Arunachal Pradesh,,31.21,Low,14105.87,6,8.76,2.7,2024-08-12
OPP16046,Real Estate,AgriTech,Nagaland,,29.34,High,44681.01,4,18.96,3.8,2025-03-09
OPP16068,Real Estate,AgriTech,Jharkhand,,11.03,Low,38637.17,3,12.08,4.2,2024-11-27
OPP16077,Real Estate,AgriTech,Uttarakhand,,10.04,Medium,28763.03,5,27.25,1.1,2025-01-17
OPP16083,Real Estate,AgriTech,Karnataka,,21.34,High,11105.38,7,14.28,9.8,2025-02-19
OPP16086,Real Estate,AgriTech,West Bengal,,9.01,Low,46891.44,1,21.85,5.5,2025-06-15
OPP16110,Startup,AgriTech,Goa,Series B,19.49,Low,30401.69,3,29.85,8.8,2025-06-06
OPP16147,Startup,AgriTech,Meghalaya,Public,10.31,Low,5369.46,4,6.47,4.4,2025-05-21
OPP16165,Real Estate,AgriTech,Goa,,32.39,Medium,4812.56,2,12.49,4.4,2024-08-03
OPP16167,Real Estate,AgriTech,Goa,,31.92,Medium,17772.13,3,29.34,5.9,2024-12-16
OPP16191,Startup,AgriTech,Gujarat,Series A,24.04,High,34183.96,1,28.57,2.4,2025-01-22
OPP16205,Real Estate,AgriTech,Uttarakhand,,32.95,Medium,16622.98,7,5.88,7.9,2024-10-14
OPP16206,Real Estate,AgriTech,Sikkim,,42.76,Low,14419.93,3,13.12,6.6,2024-08-20
OPP16218,Real Estate,AgriTech,West Bengal,,35.39,Medium,44051.46,6,16.9,5.4,2025-03-17
OPP16224,Startup,AgriTech,Maharashtra,IPO,18.83,Low,19572.43,10,24.04,3.8,2025-02-18
OPP16225,Startup,AgriTech,Haryana,Seed,9.28,Low,24330.71,9,24.73,2.6,2025-05-26
OPP16228,Real Estate,AgriTech,Punjab,,10.71,Medium,37492.57,10,8.23,8.5,2025-01-10
OPP16231,Real Estate,AgriTech,Chhattisgarh,,34.79,Low,48154.07,2,11.33,4.5,2024-09-11
OPP16242,Startup,AgriTech,Assam,Series C,27.59,Medium,34778.43,3,7.28,8.5,2025-02-17
OPP16268,Startup,AgriTech,Maharashtra,Series A,21.79,Medium,33914.98,10,27.69,6.0,2025-05-02
OPP16270,Real Estate,AgriTech,Himachal Pradesh,,18.3,Low,36506.59,1,21.51,6.6,2024-10-01
OPP16276,Startup,AgriTech,Punjab,IPO,26.29,Low,43267.01,2,23.32,2.6,2025-02-05
OPP16282,Real Estate,AgriTech,West Bengal,,22.58,High,35803.88,7,21.57,4.6,2025-03-17
OPP16291,Real Estate,AgriTech,Karnataka,,42.33,Low,35377.91,3,6.1,6.0,2024-07-25
OPP16292,Real Estate,AgriTech,Sikkim,,33.42,High,27099.83,1,9.27,1.0,2025-04-29
OPP16295,Real Estate,AgriTech,Andhra Pradesh,,39.53,Low,12322.37,3,9.41,2.2,2025-03-07
OPP16300,Real Estate,AgriTech,Assam,,11.36,High,44172.89,5,17.15,7.2,2024-12-23
OPP16304,Startup,AgriTech,Himachal Pradesh,IPO,32.25,High,39032.59,4,26.07,5.9,2024-07-19
OPP16331,Real Estate,AgriTech,Jharkhand,,15.75,High,44777.41,8,10.51,5.5,2025-06-20
OPP16372,Startup,AgriTech,Bihar,IPO,15.09,Low,46739.08,8,14.08,9.2,2025-02-23
OPP16388,Real Estate,AgriTech,Kerala,,22.51,Medium,8057.46,1,27.14,5.8,2024-07-27
OPP16405,Real Estate,AgriTech,Mizoram,,26.43,Medium,16382.1,5,8.7,4.9,2024-11-07
OPP16415,Real Estate,AgriTech,Uttarakhand,,27.59,Low,31573.75,9,25.98,9.8,2024-07-18
OPP16453,Startup,AgriTech,Andhra Pradesh,Seed,23.36,Medium,41930.27,2,22.92,4.2,2025-03-08
OPP16456,Real Estate,AgriTech,Arunachal Pradesh,,43.05,High,3415.01,9,19.75,5.8,2025-04-24
OPP16457,Real Estate,AgriTech,Goa,,38.1,Medium,16349.67,7,10.15,5.6,2025-01-04
OPP16463,Startup,AgriTech,Jharkhand,Seed,11.2,Medium,5526.58,1,22.83,5.5,2025-05-01
OPP16476,Startup,AgriTech,Uttarakhand,Seed,6.99,Low,46354.75,4,19.57,10.0,2024-11-10
OPP16487,Startup,AgriTech,Himachal Pradesh,Public,34.74,Medium,42168.46,10,6.15,4.1,2025-01-26
OPP16488,Startup,AgriTech,Telangana,Seed,38.47,Medium,33978.47,3,9.58,1.3,2024-09-20
OPP16502,Startup,AgriTech,Uttar Pradesh,Series B,26.2,High,27682.83,2,11.96,2.4,2025-05-30
OPP16507,Startup,AgriTech,Tamil Nadu,Series C,27.24,Medium,9516.77,9,25.45,4.8,2024-10-19
OPP16509,Startup,AgriTech,Arunachal Pradesh,IPO,7.34,Low,5464.37,3,14.39,1.6,2025-05-07
OPP16511,Real Estate,AgriTech,Uttarakhand,,20.49,High,1618.33,5,11.58,2.0,2025-03-15
